Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP011445,Male,Yes,0,Graduate,Yes,1863,1868,115,240,1,Urban,N
LP011446,,Yes,1,Not Graduate,,12000,7210,72,300,1,Semiurban,N
LP011447,Male,Yes,1,Graduate,,4300,4595,30,120,1,Urban,Y
LP011448,,Yes,,Not Graduate,,8666,5750,118,360,0,Semiurban,N
LP011449,Female,Yes,1,Graduate,No,4950,2531,125,84,0,Rural,N
LP011450,Male,Yes,3,Graduate,No,5500,830,650,360,,Rural,N
LP011451,Male,Yes,2,Graduate,,3167,1666,70,84,1,Semiurban,N
LP011452,,,1,Graduate,,13650,4417,175,240,1,Urban,N
LP011453,,,1,Graduate,,2577,0,96,360,0,Semiurban,N
LP011454,Male,,3,Graduate,,4300,1500,35,120,,Urban,N
LP011455,,,0,Graduate,,2500,2142,93,180,0,Semiurban,N
LP011456,,Yes,0,Graduate,,4300,6000,66,60,1,Rural,N
LP011457,,,,Not Graduate,Yes,2666,4595,25,120,1,Urban,Y
LP011458,Female,Yes,3,Graduate,,13650,1083,75,,,Rural,Y
LP011459,Female,,2,Not Graduate,No,2395,2000,106,240,0,Urban,Y
LP011460,,No,2,Graduate,No,150,1330,59,480,1,Semiurban,N
LP011461,,,3,Not Graduate,No,13650,3750,308,84,1,Rural,Y
LP011462,Female,,2,Graduate,,2708,1843,118,120,,Rural,Y
LP011463,Female,Yes,0,Graduate,No,3200,3750,81,360,1,Urban,Y
LP011464,Male,,2,Graduate,Yes,8000,5701,72,180,1,Urban,Y
LP011465,Male,No,2,Not Graduate,,2500,3167,106,,0,Urban,N
LP011466,Female,Yes,3,Not Graduate,No,2500,4417,300,360,,Rural,Y
LP011467,,Yes,3,Not Graduate,Yes,4950,5701,300,60,,Semiurban,Y
LP011468,,,2,Not Graduate,Yes,2266,2853,300,180,,Urban,N
LP011469,,Yes,1,Graduate,No,2178,4983,155,300,0,Semiurban,Y
LP011470,,Yes,3,Graduate,Yes,2275,1213,120,300,,Urban,N
LP011471,Male,Yes,,Graduate,No,2927,6250,490,300,1,Semiurban,Y
LP011472,Female,Yes,,Not Graduate,Yes,8000,3600,44,240,,Urban,Y
LP011473,,Yes,0,Graduate,,7200,3806,200,120,1,Semiurban,Y
LP011474,Male,Yes,2,Not Graduate,,6080,2133,76,84,,Rural,N
LP011475,,No,1,Not Graduate,,3625,2133,81,120,,Urban,Y
LP011476,Female,,0,Not Graduate,,2483,1843,192,,0,Urban,Y
LP011477,Male,No,2,Not Graduate,,2833,1300,600,120,,Rural,N
LP011478,Female,Yes,3,Not Graduate,No,2060,4866,201,120,,Urban,Y
LP011479,Female,Yes,,Graduate,,3800,1868,136,60,0,Urban,Y
LP011480,Male,,1,Not Graduate,,5000,3600,115,84,1,Rural,Y
LP011481,Male,No,,Not Graduate,,12841,983,88,120,,Rural,Y
LP011482,Male,,3,Graduate,,8000,1964,88,84,,Semiurban,Y
LP011483,Male,No,2,Not Graduate,Yes,1977,1500,490,480,1,Rural,N
LP011484,Male,Yes,3,Not Graduate,,3083,1459,495,300,0,Rural,N
LP011485,Male,,3,Graduate,,2178,1330,112,360,,Urban,N
LP011486,Male,,,Graduate,No,7333,5266,120,60,0,Rural,Y
LP011487,,Yes,1,Graduate,Yes,5417,2383,150,300,1,Urban,Y
LP011488,Female,,3,Not Graduate,No,12841,1250,154,84,1,Rural,Y
LP011489,Male,No,,Graduate,,13650,1929,104,300,0,Rural,Y
LP011490,,No,1,Graduate,No,12000,1964,208,120,1,Semiurban,Y
LP011491,,No,2,Graduate,No,2340,1800,436,360,1,Rural,N
LP011492,,No,2,Not Graduate,,5000,5625,275,120,,Rural,N
LP011493,Female,Yes,0,Graduate,Yes,2071,3500,85,,0,Urban,N
LP011494,Male,,,Not Graduate,Yes,1000,3333,308,120,,Urban,Y
LP011495,,No,1,Not Graduate,No,4843,1300,118,360,0,Semiurban,N
LP011496,Female,Yes,3,Graduate,,2275,5654,275,180,,Rural,N
LP011497,Female,,2,Not Graduate,No,2237,4167,114,480,1,Urban,N
LP011498,Female,,1,Not Graduate,No,7451,2133,125,84,0,Rural,N
LP011499,,Yes,,Graduate,No,3000,2133,115,480,0,Semiurban,Y
LP011500,Male,Yes,0,Not Graduate,,2301,2583,125,,0,Urban,Y
LP011501,,No,2,Graduate,,5166,1250,80,480,0,Urban,N
LP011502,,,1,Not Graduate,Yes,2500,1330,225,300,1,Semiurban,N
LP011503,Male,,1,Not Graduate,,2491,3500,168,60,1,Rural,N
LP011504,Male,Yes,1,Graduate,No,3750,4196,180,360,1,Urban,N
LP011505,Male,,,Graduate,No,6747,4167,88,60,,Urban,N
LP011506,Female,No,,Not Graduate,Yes,2708,830,700,360,1,Semiurban,N
LP011507,Male,,,Not Graduate,,6400,3022,109,84,,Semiurban,N
LP011508,,Yes,3,Graduate,No,4950,1590,122,480,,Semiurban,N
LP011509,Male,Yes,1,Not Graduate,Yes,2833,1800,25,84,1,Rural,N
LP011510,,No,2,Not Graduate,Yes,24763,2000,95,120,1,Rural,Y
LP011511,Female,No,,Not Graduate,No,1977,4983,93,120,1,Rural,N
LP011512,,,,Not Graduate,No,2383,3440,85,60,,Semiurban,Y
LP011513,,,1,Graduate,,7451,2900,240,240,0,Urban,Y
LP011514,Male,Yes,,Graduate,Yes,12000,1590,109,240,1,Rural,N
LP011515,Male,No,3,Graduate,No,1000,4000,349,240,,Semiurban,N
LP011516,,No,3,Graduate,Yes,2237,5250,47,,,Rural,Y
LP011517,Male,No,,Graduate,,2266,5063,106,300,1,Urban,Y
LP011518,Female,,1,Graduate,No,9323,983,112,300,,Urban,N
LP011519,Female,No,1,Not Graduate,,4583,1640,106,120,1,Semiurban,Y
LP011520,Male,Yes,1,Graduate,Yes,2183,6000,700,240,,Urban,N
LP011521,Female,Yes,0,Not Graduate,,7451,5625,201,360,0,Semiurban,N
LP011522,Male,,,Not Graduate,,4166,1500,376,120,,Semiurban,Y
LP011523,,,1,Not Graduate,Yes,10000,3449,139,84,1,Semiurban,N
LP011524,,No,3,Graduate,,6400,1300,112,240,0,Semiurban,Y
LP011525,Female,,2,Not Graduate,Yes,12841,5063,370,120,1,Urban,N
LP011526,Male,Yes,2,Graduate,No,7200,2583,154,240,,Urban,N
LP011527,Male,No,1,Not Graduate,Yes,3083,2330,118,,0,Urban,Y
LP011528,Female,Yes,2,Not Graduate,Yes,6080,2791,35,60,0,Urban,Y
LP011529,,No,2,Graduate,No,2395,3263,44,180,,Semiurban,N
LP011530,Female,,0,Not Graduate,Yes,3333,5250,180,240,0,Semiurban,N
LP011531,,No,3,Not Graduate,No,20166,2045,700,84,0,Urban,Y
LP011532,Male,No,3,Not Graduate,No,3750,6250,122,84,0,Rural,N
LP011533,,Yes,0,Not Graduate,Yes,1928,2583,255,60,1,Rural,Y
LP011534,Female,Yes,0,Graduate,,5786,3500,90,480,1,Rural,Y
LP011535,Male,No,2,Not Graduate,,10513,1459,228,84,0,Urban,Y
LP011536,Female,,,Not Graduate,No,2645,2000,63,120,,Semiurban,N
LP011537,Female,,2,Graduate,,12000,900,96,84,,Semiurban,Y
LP011538,,Yes,0,Not Graduate,,2400,1500,104,180,1,Rural,N
LP011539,Female,,3,Not Graduate,Yes,2927,3369,308,60,,Rural,Y
LP011540,,Yes,2,Not Graduate,No,13650,5266,70,120,0,Semiurban,N
LP011541,Male,,,Not Graduate,No,7100,3449,88,240,,Rural,N
LP011542,,No,2,Graduate,Yes,8000,4486,154,60,1,Rural,Y
LP011543,Male,Yes,1,Not Graduate,,11000,1030,113,180,1,Semiurban,Y
LP011544,,Yes,2,Graduate,No,7333,800,93,300,0,Rural,Y
LP011545,Female,No,0,Not Graduate,,15000,1030,118,180,1,Rural,N
LP011546,,Yes,3,Not Graduate,No,2645,4750,109,360,1,Urban,N
LP011547,,,3,Not Graduate,No,11000,1929,113,360,1,Rural,N
LP011548,Male,,0,Graduate,No,4843,2045,158,300,,Urban,Y
LP011549,Female,Yes,1,Not Graduate,No,2500,1800,74,,1,Semiurban,Y
LP011550,,,0,Not Graduate,,2483,1929,154,84,,Urban,Y
LP011551,Female,Yes,2,Graduate,,3250,4167,490,480,1,Semiurban,Y
LP011552,,No,0,Graduate,,2060,1330,47,480,1,Urban,Y
LP011553,,Yes,0,Graduate,,2014,2045,600,180,,Urban,N
LP011554,Female,No,1,Graduate,Yes,7333,4750,144,300,,Urban,Y
LP011555,,,2,Not Graduate,No,4950,4417,55,300,0,Rural,N
LP011556,Female,No,,Not Graduate,No,2491,2000,376,240,0,Rural,Y
LP011557,,,,Not Graduate,No,3366,1964,94,60,,Rural,Y
LP011558,Male,Yes,3,Not Graduate,Yes,2666,5701,187,120,1,Rural,Y
LP011559,Female,,0,Graduate,,3522,2583,94,360,0,Rural,Y
LP011560,,Yes,3,Not Graduate,No,7100,6000,320,480,,Urban,Y
LP011561,,Yes,1,Not Graduate,,13650,2250,124,84,,Rural,N
LP011562,Male,No,,Not Graduate,,2237,2900,115,120,1,Semiurban,Y
LP011563,Female,No,0,Not Graduate,Yes,6400,3167,240,180,,Urban,N
LP011564,,No,1,Graduate,Yes,3333,2000,90,240,0,Urban,N
LP011565,Male,No,1,Not Graduate,,2132,6000,308,120,1,Semiurban,N
LP011566,,,0,Not Graduate,No,2500,983,76,240,,Rural,N
LP011567,Female,,1,Not Graduate,No,2000,500,66,480,,Semiurban,Y
LP011568,,,0,Graduate,Yes,5667,2045,312,480,1,Urban,Y
LP011569,,Yes,0,Graduate,Yes,3750,1666,136,84,1,Urban,Y
LP011570,,,2,Not Graduate,Yes,3750,5266,113,300,1,Urban,Y
LP011571,,,3,Not Graduate,Yes,3625,6000,320,180,0,Semiurban,Y
LP011572,Male,,1,Not Graduate,Yes,4166,5750,59,,0,Rural,N
LP011573,Male,No,1,Graduate,Yes,8333,4750,376,84,,Urban,Y
LP011574,Female,,2,Not Graduate,Yes,8666,3600,201,480,,Rural,Y
LP011575,Male,Yes,2,Not Graduate,No,2853,1459,600,60,1,Urban,N
LP011576,Male,No,2,Not Graduate,Yes,5667,3449,225,300,,Rural,Y
LP011577,Female,Yes,,Graduate,Yes,3500,5654,140,60,,Semiurban,Y
LP011578,Male,,,Not Graduate,No,3167,5266,96,84,1,Urban,N
LP011579,Male,No,,Not Graduate,No,12000,2142,115,120,0,Urban,Y
LP011580,Female,Yes,0,Graduate,,2237,3500,58,,0,Urban,N
LP011581,Female,,1,Graduate,Yes,2275,4983,165,240,0,Semiurban,N
LP011582,Female,Yes,3,Not Graduate,Yes,2301,3333,225,84,,Semiurban,Y
LP011583,,Yes,0,Graduate,Yes,1977,1843,110,240,1,Rural,N
LP011584,,Yes,1,Not Graduate,Yes,1977,4595,70,240,0,Semiurban,Y
LP011585,Female,,1,Graduate,,5000,1250,200,60,,Urban,Y
LP011586,Female,,2,Graduate,No,2400,4196,192,120,1,Rural,Y
LP011587,Female,Yes,2,Not Graduate,No,2183,3449,113,240,0,Semiurban,N
LP011588,,No,0,Not Graduate,Yes,2875,500,114,,0,Rural,N
LP011589,,No,2,Not Graduate,Yes,2927,2900,140,60,1,Rural,N
LP011590,Male,,1,Graduate,Yes,1928,3369,30,480,,Rural,N
LP011591,Male,,2,Not Graduate,,5667,2500,141,60,,Urban,N
LP011592,Female,,,Not Graduate,,2200,5266,100,,0,Urban,N
LP011593,,,2,Not Graduate,No,2500,2853,490,300,1,Semiurban,N
LP011594,,,1,Not Graduate,Yes,150,800,187,60,,Urban,N
LP011595,,No,0,Not Graduate,Yes,5266,1451,78,480,1,Rural,N
LP011596,Female,,3,Graduate,Yes,1800,1330,104,240,1,Rural,N
LP011597,Male,Yes,2,Not Graduate,Yes,2799,4595,228,360,0,Urban,N
LP011598,Female,Yes,1,Not Graduate,,3250,4196,133,360,1,Rural,Y
LP011599,Male,No,3,Graduate,No,1625,1868,125,360,1,Urban,N
LP011600,Male,Yes,3,Not Graduate,No,3500,1666,124,300,1,Rural,Y
LP011601,Female,No,,Not Graduate,,5667,5701,144,480,,Semiurban,Y
LP011602,Male,No,3,Not Graduate,Yes,2200,1030,150,,0,Semiurban,Y
LP011603,Male,Yes,1,Not Graduate,No,3052,4750,285,84,0,Urban,Y
LP011604,,,1,Not Graduate,No,6080,2000,136,360,1,Urban,N
LP011605,Male,Yes,2,Graduate,,3800,3440,140,84,1,Urban,Y
LP011606,Female,Yes,2,Graduate,Yes,6250,3806,330,300,,Urban,Y
LP011607,Female,No,2,Graduate,No,3200,1330,267,84,0,Urban,Y
LP011608,Male,Yes,3,Not Graduate,Yes,3600,3440,95,300,,Rural,N
LP011609,,No,3,Graduate,No,1928,2250,78,84,0,Semiurban,Y
LP011610,,,,Not Graduate,,12841,3263,94,60,,Rural,Y
LP011611,Male,,2,Not Graduate,Yes,2383,2133,128,360,1,Semiurban,N
LP011612,Male,,0,Not Graduate,,4300,4196,78,120,,Rural,N
LP011613,Female,Yes,,Graduate,No,3250,3500,495,180,1,Rural,N
LP011614,Male,No,0,Graduate,,2718,2330,136,300,0,Rural,N
LP011615,,,3,Graduate,,6250,2142,50,240,0,Urban,N
LP011616,Male,No,,Not Graduate,,6080,1800,96,180,1,Semiurban,N
LP011617,Female,No,,Graduate,No,3073,4750,118,,0,Urban,N
LP011618,Female,,1,Not Graduate,Yes,10513,736,182,300,,Urban,N
LP011619,Female,,3,Graduate,,2500,5750,376,300,1,Rural,N
LP011620,Female,No,3,Graduate,Yes,2200,736,152,84,0,Semiurban,Y
LP011621,Female,,,Not Graduate,No,3366,1929,55,300,,Semiurban,N
LP011622,Male,No,3,Not Graduate,Yes,2178,2045,116,360,,Semiurban,Y
LP011623,Male,No,,Graduate,,5667,700,210,480,0,Semiurban,Y
LP011624,Male,,1,Graduate,,2666,4983,116,480,0,Urban,N
LP011625,Male,Yes,,Graduate,,2799,500,67,,,Urban,N
LP011626,Female,,3,Not Graduate,,1863,5625,93,120,1,Semiurban,N
LP011627,,Yes,3,Not Graduate,,5417,3167,76,360,0,Urban,N
LP011628,Male,No,,Graduate,,3189,2583,116,360,0,Semiurban,Y
LP011629,,No,,Graduate,No,3666,3167,136,60,1,Urban,Y
LP011630,Male,Yes,,Not Graduate,No,7451,1868,290,480,1,Rural,N
LP011631,Male,No,2,Graduate,No,2491,5701,74,180,0,Rural,Y
LP011632,,Yes,3,Not Graduate,Yes,2666,3369,30,240,1,Semiurban,N
LP011633,Female,Yes,3,Not Graduate,Yes,2301,754,349,300,,Semiurban,Y
LP011634,Male,No,2,Not Graduate,No,2178,3167,240,120,,Urban,Y
LP011635,Male,Yes,,Not Graduate,Yes,3167,3449,600,240,,Semiurban,N
LP011636,Male,,1,Not Graduate,Yes,2473,1030,122,240,0,Semiurban,N
LP011637,,,,Not Graduate,,2178,3583,83,60,1,Urban,Y
LP011638,Female,No,,Graduate,,5266,2791,85,120,,Semiurban,N
LP011639,,No,2,Not Graduate,Yes,2183,2583,154,120,1,Semiurban,Y
LP011640,,Yes,3,Not Graduate,Yes,24763,7210,160,60,,Rural,N
LP011641,Female,Yes,,Graduate,No,3750,6000,180,360,1,Rural,N
LP011642,,Yes,3,Not Graduate,Yes,8333,1800,140,60,,Rural,N
LP011643,Female,Yes,0,Graduate,,7451,830,150,360,,Semiurban,N
LP011644,Male,,3,Not Graduate,Yes,2071,1843,85,180,,Urban,N
LP011645,Female,,1,Graduate,No,4950,830,155,,,Rural,N
LP011646,Male,No,1,Graduate,,3333,3022,200,360,,Semiurban,N
LP011647,,Yes,,Not Graduate,,1625,1666,315,240,,Rural,Y
LP011648,,Yes,3,Not Graduate,,2060,4750,300,360,,Urban,N
LP011649,Male,No,,Not Graduate,,2799,3167,141,,,Urban,Y
LP011650,,Yes,2,Not Graduate,Yes,12841,688,255,300,,Urban,N
LP011651,Female,Yes,1,Graduate,No,15000,5266,165,60,1,Urban,Y
LP011652,Male,Yes,,Graduate,Yes,2500,4000,144,300,1,Urban,N
LP011653,,Yes,2,Graduate,Yes,7100,1213,141,60,0,Urban,N
LP011654,Male,Yes,,Not Graduate,,3073,1030,90,180,,Semiurban,Y
LP011655,Female,No,3,Graduate,No,3333,2045,93,480,1,Rural,N
LP011656,Female,Yes,3,Not Graduate,,1977,2250,131,240,1,Urban,N
LP011657,,No,3,Not Graduate,Yes,6080,4983,165,240,1,Rural,N
LP011658,Female,Yes,3,Graduate,Yes,3073,1666,122,480,1,Rural,N
LP011659,Male,,0,Not Graduate,,2473,1868,200,480,1,Semiurban,N
LP011660,Female,,2,Graduate,Yes,2708,700,240,60,1,Urban,Y
LP011661,Male,,2,Not Graduate,Yes,8333,2791,113,240,0,Urban,N
LP011662,Male,,3,Graduate,,20166,1590,495,240,1,Semiurban,Y
LP011663,Female,No,0,Not Graduate,Yes,2927,3750,168,480,0,Semiurban,Y
LP011664,,No,3,Graduate,No,2183,3500,182,60,0,Semiurban,Y
LP011665,Female,Yes,0,Graduate,,3333,1250,144,360,,Semiurban,Y
LP011666,Male,,3,Not Graduate,No,13650,1500,58,360,,Semiurban,Y
LP011667,Male,No,1,Not Graduate,Yes,2950,3500,184,,,Rural,Y
LP011668,Female,Yes,1,Graduate,Yes,4000,700,95,84,1,Semiurban,Y
LP011669,,Yes,,Not Graduate,,4300,5266,122,120,,Urban,Y
LP011670,,No,3,Not Graduate,Yes,2132,7210,93,180,1,Urban,N
LP011671,Male,,2,Not Graduate,,4000,2416,95,60,1,Semiurban,Y
LP011672,Male,Yes,,Graduate,,2333,2133,114,360,,Semiurban,N
LP011673,,,1,Graduate,,10000,4300,72,120,,Semiurban,Y
LP011674,Female,,3,Not Graduate,,3600,2583,47,120,0,Semiurban,Y
LP011675,Male,,,Not Graduate,,2333,1300,94,120,0,Semiurban,N
LP011676,Male,Yes,3,Graduate,No,2400,4983,112,480,1,Urban,Y
LP011677,,,1,Not Graduate,,3200,1500,180,,1,Rural,N
LP011678,Female,Yes,,Graduate,No,2000,5750,208,84,,Semiurban,Y
LP011679,,,1,Not Graduate,Yes,7451,3066,300,60,,Semiurban,N
LP011680,Female,Yes,0,Not Graduate,,5316,800,166,,0,Semiurban,N
LP011681,Female,,1,Not Graduate,Yes,2178,0,97,300,,Urban,Y
LP011682,Female,No,3,Graduate,,2799,3449,275,,1,Urban,Y
LP011683,Male,,2,Graduate,No,13650,985,650,300,,Rural,Y
LP011684,,,1,Graduate,No,3250,5063,30,84,0,Rural,Y
LP011685,,Yes,2,Graduate,No,24763,3806,160,60,1,Rural,N
LP011686,Female,Yes,0,Not Graduate,Yes,3600,1330,66,480,0,Rural,N
LP011687,Male,,,Not Graduate,,7100,2250,349,120,0,Urban,N
LP011688,Male,No,,Graduate,Yes,5786,1083,97,60,1,Rural,N
LP011689,,No,2,Not Graduate,No,7200,2142,300,480,0,Semiurban,N
LP011690,Male,Yes,,Not Graduate,Yes,20166,1459,112,60,,Urban,N
LP011691,Male,No,1,Graduate,No,3052,4983,300,480,,Urban,N
LP011692,Female,,2,Not Graduate,No,5000,3806,155,60,0,Urban,Y
LP011693,Male,Yes,3,Not Graduate,No,3167,3500,112,,,Semiurban,Y
LP011694,Female,,1,Graduate,,1000,5654,72,,0,Urban,Y
LP011695,,Yes,1,Not Graduate,,11000,3440,76,,,Semiurban,Y
LP011696,Male,Yes,1,Not Graduate,No,3073,736,137,120,0,Rural,Y
LP011697,,Yes,3,Not Graduate,Yes,7100,1590,96,180,,Urban,Y
LP011698,,Yes,0,Graduate,Yes,2853,6250,155,240,1,Semiurban,Y
LP011699,Male,No,,Graduate,,5316,2750,81,300,1,Urban,Y
LP011700,Male,,2,Not Graduate,No,1928,1516,75,,,Rural,N
LP011701,,,0,Not Graduate,Yes,3500,830,76,180,0,Urban,Y
LP011702,Male,,2,Not Graduate,No,3800,700,150,300,,Rural,Y
LP011703,Female,Yes,,Graduate,Yes,5786,5654,110,60,0,Urban,Y
LP011704,Female,No,3,Graduate,,2060,1843,155,84,,Semiurban,N
LP011705,Male,,1,Graduate,No,13650,7750,112,480,,Rural,Y
LP011706,,No,1,Not Graduate,No,5316,4167,66,180,1,Urban,N
LP011707,Male,Yes,3,Not Graduate,Yes,10513,5750,208,360,0,Rural,N
LP011708,Male,,0,Not Graduate,Yes,2799,1330,290,180,0,Rural,Y
LP011709,,No,0,Not Graduate,Yes,1863,2531,200,,0,Semiurban,N
LP011710,,Yes,2,Not Graduate,No,7200,1500,17,,0,Semiurban,Y
LP011711,Female,No,3,Graduate,,7333,3750,152,180,0,Semiurban,Y
LP011712,,,0,Not Graduate,,4300,2500,30,480,1,Semiurban,Y
LP011713,Female,,3,Not Graduate,Yes,4300,754,165,300,,Rural,N
LP011714,,Yes,,Not Graduate,,5786,2045,81,60,0,Rural,Y
LP011715,Male,Yes,1,Graduate,Yes,2479,2667,85,360,0,Urban,Y
LP011716,Female,Yes,1,Not Graduate,,5000,6000,58,60,,Urban,Y
LP011717,Female,No,1,Graduate,No,1800,3022,285,120,1,Urban,N
LP011718,Female,No,3,Graduate,Yes,7451,4167,141,480,1,Semiurban,N
LP011719,Male,No,3,Graduate,,2237,3333,78,,1,Rural,N
LP011720,Male,Yes,2,Graduate,No,5667,4983,160,120,,Rural,N
LP011721,Male,,1,Graduate,,6747,5701,312,60,,Urban,Y
LP011722,Male,,2,Not Graduate,No,3846,2531,349,60,1,Urban,Y
LP011723,Male,No,1,Not Graduate,No,2000,800,349,360,1,Rural,N
LP011724,Female,No,2,Graduate,,2178,4300,113,240,,Semiurban,Y
LP011725,Male,,2,Graduate,,2645,2750,700,60,1,Urban,N
LP011726,Female,,,Graduate,No,5500,4167,210,300,0,Urban,Y
LP011727,Male,No,2,Not Graduate,No,5316,1843,94,300,,Rural,Y
LP011728,,No,3,Not Graduate,No,5316,3263,124,180,1,Rural,N
LP011729,Female,,2,Graduate,Yes,2491,1459,104,360,0,Urban,N
LP011730,,Yes,1,Not Graduate,No,3000,1451,100,360,,Urban,Y
LP011731,Female,No,2,Not Graduate,Yes,4950,6000,350,,,Semiurban,N
LP011732,,,0,Graduate,No,2853,1459,436,60,0,Semiurban,Y
LP011733,Male,,1,Graduate,Yes,6080,3066,490,240,,Semiurban,Y
LP011734,Male,,0,Not Graduate,No,2600,2083,133,120,1,Semiurban,Y
LP011735,Male,,1,Not Graduate,No,2395,700,80,360,,Urban,Y
LP011736,Female,Yes,3,Not Graduate,No,2000,700,114,180,1,Urban,N
LP011737,,,3,Graduate,,2483,2250,650,180,0,Urban,Y
LP011738,Male,No,3,Graduate,,12000,2000,436,60,0,Semiurban,Y
LP011739,,Yes,0,Graduate,No,2473,3500,152,60,,Urban,Y
LP011740,,,,Not Graduate,Yes,1625,5654,98,84,0,Rural,N
LP011741,Male,Yes,1,Not Graduate,Yes,5316,3167,112,84,0,Semiurban,Y
LP011742,Male,No,3,Graduate,No,150,3022,308,60,,Rural,N
LP011743,,,1,Not Graduate,,7200,1083,122,480,1,Semiurban,N
LP011744,Male,No,0,Graduate,Yes,12841,1868,115,300,,Urban,N
LP011745,Male,,,Not Graduate,,4000,1451,58,300,,Semiurban,N
LP011746,Male,,0,Graduate,Yes,4843,2142,58,,1,Rural,N
LP011747,Female,,1,Not Graduate,No,20166,1929,165,240,1,Semiurban,N
LP011748,,,,Not Graduate,,2583,1500,240,180,1,Rural,N
LP011749,,,,Graduate,Yes,2147,2667,225,300,,Urban,Y
LP011750,Female,Yes,0,Graduate,No,4000,3449,83,480,1,Rural,Y
LP011751,,,3,Graduate,No,9323,2250,74,60,0,Urban,N
LP011752,Male,,1,Graduate,No,2479,1929,99,360,1,Rural,N
LP011753,,Yes,2,Graduate,,6080,1800,175,480,0,Urban,N
LP011754,Male,Yes,2,Not Graduate,,5166,2416,330,,1,Rural,Y
LP011755,Female,Yes,0,Graduate,No,2853,4750,70,480,0,Urban,N
LP011756,Male,Yes,1,Graduate,,3522,2791,112,360,0,Urban,Y
LP011757,,Yes,1,Graduate,Yes,2718,1929,600,120,0,Urban,Y
LP011758,,Yes,0,Graduate,No,3800,1516,55,84,0,Rural,N
LP011759,,,1,Graduate,No,2473,4750,700,120,0,Rural,Y
LP011760,Female,,3,Not Graduate,,5042,2000,81,180,1,Urban,N
LP011761,Female,No,0,Graduate,No,8666,2330,144,180,,Semiurban,N
LP011762,,,3,Graduate,Yes,10513,3449,124,300,,Urban,N
LP011763,Male,,1,Graduate,,2237,2383,118,360,,Semiurban,Y
LP011764,Female,Yes,0,Not Graduate,,12841,2853,350,180,,Urban,N
LP011765,,Yes,1,Not Graduate,No,2600,2142,124,300,,Rural,Y
LP011766,,,0,Graduate,No,2853,1590,128,,0,Semiurban,N
LP011767,Female,No,1,Graduate,No,2147,4595,184,300,1,Rural,N
LP011768,Female,Yes,3,Not Graduate,,12000,700,290,120,0,Semiurban,N
LP011769,Female,,3,Not Graduate,No,2799,1330,98,60,1,Semiurban,N
LP011770,Male,,1,Not Graduate,Yes,8000,900,100,240,1,Semiurban,N
LP011771,Male,No,0,Graduate,No,5667,983,120,120,1,Semiurban,Y
LP011772,,No,2,Graduate,No,2600,1666,187,480,1,Rural,N
LP011773,Female,Yes,3,Not Graduate,,12000,1451,55,60,,Semiurban,N
LP011774,Male,No,3,Graduate,No,6400,3500,200,84,1,Urban,N
LP011775,Female,,2,Not Graduate,,5316,1030,25,120,1,Urban,Y
LP011776,,,1,Not Graduate,No,2500,5750,75,120,,Semiurban,N
LP011777,Male,No,0,Not Graduate,Yes,1625,5250,137,480,0,Rural,N
LP011778,Male,No,1,Graduate,Yes,24763,1516,122,240,0,Rural,N
LP011779,Male,No,,Not Graduate,,5417,3600,110,480,0,Semiurban,N
LP011780,,No,3,Not Graduate,,8333,2133,116,300,0,Rural,Y
LP011781,Female,Yes,,Graduate,No,7200,688,120,84,1,Rural,N
LP011782,Male,No,3,Not Graduate,No,2132,5750,267,180,,Rural,Y
LP011783,,Yes,3,Graduate,Yes,4166,1213,112,,,Semiurban,Y
LP011784,Female,,,Not Graduate,No,6250,1640,650,180,0,Urban,Y
LP011785,,No,,Graduate,Yes,3000,4196,376,240,,Urban,Y
LP011786,Female,Yes,1,Not Graduate,,3200,830,47,240,1,Urban,N
LP011787,,No,,Not Graduate,No,13650,4300,180,480,0,Urban,N
LP011788,Female,,1,Not Graduate,,10000,985,136,300,1,Urban,Y
LP011789,Male,,1,Not Graduate,No,6250,3500,106,360,1,Rural,Y
LP011790,Female,,1,Not Graduate,Yes,10513,1666,152,300,1,Rural,Y
LP011791,,No,3,Graduate,,10513,2750,150,240,1,Rural,N
LP011792,,No,3,Graduate,,1977,6000,200,240,1,Semiurban,Y
LP011793,Female,Yes,,Not Graduate,No,3189,983,47,120,0,Rural,Y
LP011794,Male,,3,Not Graduate,,5316,2853,67,360,1,Urban,Y
LP011795,Male,No,,Not Graduate,Yes,5417,4983,154,240,0,Rural,Y
LP011796,Female,,3,Graduate,,3522,3500,308,360,,Urban,Y
LP011797,Female,,0,Graduate,,2950,1330,350,84,1,Rural,N
LP011798,,Yes,0,Not Graduate,No,3200,2750,97,,1,Urban,Y
LP011799,Male,Yes,,Graduate,,5042,2330,700,480,,Rural,N
LP011800,Female,Yes,3,Not Graduate,No,10513,830,25,240,0,Urban,N
LP011801,Male,Yes,3,Not Graduate,No,2645,985,152,84,1,Urban,N
LP011802,Female,,1,Not Graduate,,2333,3333,109,300,,Semiurban,N
LP011803,Female,Yes,2,Graduate,Yes,2400,4300,192,480,,Rural,N
LP011804,Male,Yes,,Not Graduate,No,4583,3167,122,360,1,Urban,Y
LP011805,Female,Yes,2,Not Graduate,,8000,1500,58,480,0,Rural,N
LP011806,Female,Yes,2,Not Graduate,No,3846,3440,168,180,0,Urban,N
